   11.3906250      0.874480546    
   17.0859375      0.992443144    
   25.6289062       1.12288654    
   38.4433594       1.28519237    
   57.6650391       1.45117009    
   86.4975586       1.63878572    
   129.746338       1.84765565    
   194.619507       2.10198307    
   291.929260       2.38420105    
   437.893890       2.72434831    
   656.840820       3.08693838    
   985.261230       3.47156048    
   1477.89185       3.98777461    
   2216.83789       4.52944851    
   3325.25659       5.15591478    
   4987.88477       5.84348917    
   7481.82764       6.64844942 
