  11.3906250      0.579675615    
   17.0859375      0.550549984    
   25.6289062      0.523348272    
   38.4433594      0.495444775    
   57.6650391      0.465353906    
   86.4975586      0.437051564    
   129.746338      0.410306931    
   194.619507      0.384087950    
   291.929260      0.360412478    
   437.893890      0.337266624    
   656.840820      0.314489156    
   985.261230      0.293330878    
   1477.89185      0.275098205    
   2216.83789      0.259037495    
   3325.25659      0.243812591    
   4987.88477      0.229451686    
   7481.82764      0.215574220   
