   11.3906250       11.0193224    
   17.0859375       19.9039154    
   25.6289062       36.2293854    
   38.4433594       67.3243408    
   57.6650391       124.855515    
   86.4975586       231.627701    
   129.746338       426.723236    
   194.619507       805.730164    
   291.929260       1528.00830    
   437.893890       2905.25513    
   656.840820       5451.62939    
   985.261230       10142.2139    
   1477.89185       19582.8027    
   2216.83789       37213.3945    
   3325.25659       69960.3984    
   4987.88477       132796.766    
   7481.82764       254249.750
